{'text': 'at least', 'start': 6.14, 'duration': 3.34}
{'text': 'right so', 'start': 4032.119, 'duration': 3.841}
{'text': 'um you said that on Twitter black women', 'start': 4033.92, 'duration': 5.34}
{'text': 'were sad that he died no no no no no no', 'start': 4035.96, 'duration': 4.859}
{'text': 'black women generally seem to be', 'start': 4039.26, 'duration': 3.059}
{'text': "celebrating when he died that's what I", 'start': 4040.819, 'duration': 2.52}
{'text': "generally saw on the Twitter that's what", 'start': 4042.319, 'duration': 3.061}
{'text': 'I saw like a lot of people okay well I I', 'start': 4043.339, 'duration': 4.321}
{'text': "I wouldn't I wouldn't celebrate it like", 'start': 4045.38, 'duration': 3.9}
{'text': "I know I call him a booty goon it's kind", 'start': 4047.66, 'duration': 3.0}
{'text': 'of a force of habit at this point but', 'start': 4049.28, 'duration': 2.88}
{'text': "when he died I wasn't like oh you know", 'start': 4050.66, 'duration': 4.439}
{'text': "kalu clay like I I wasn't any of that", 'start': 4052.16, 'duration': 7.08}
{'text': 'but it was um I guess I think I think', 'start': 4055.099, 'duration': 5.46}
{'text': 'black women kind of thought that it was', 'start': 4059.24, 'duration': 3.78}
{'text': 'ironic that he died but I think it was', 'start': 4060.559, 'duration': 4.381}
{'text': 'like a prostitute something like that so', 'start': 4063.02, 'duration': 4.14}
{'text': 'you know because his message was oh you', 'start': 4064.94, 'duration': 3.599}
{'text': "know black you're gonna die alone if you", 'start': 4067.16, 'duration': 2.939}
{'text': "don't lower your standards you're gonna", 'start': 4068.539, 'duration': 2.941}
{'text': "die alone if you don't do this and that", 'start': 4070.099, 'duration': 2.52}
{'text': "and he kind of like you know he didn't", 'start': 4071.48, 'duration': 3.599}
{'text': 'die with someone who loved or cared', 'start': 4072.619, 'duration': 4.021}
{'text': 'about him in any way really they were', 'start': 4075.079, 'duration': 4.561}
{'text': 'like so that I think that that ironic', 'start': 4076.64, 'duration': 4.679}
{'text': 'piece is what black women were thinking', 'start': 4079.64, 'duration': 2.76}
{'text': 'about', 'start': 4081.319, 'duration': 2.641}
{'text': "um and I think that I think that's fair", 'start': 4082.4, 'duration': 3.899}
{'text': 'because you know this this is someone', 'start': 4083.96, 'duration': 4.98}
{'text': 'whose message has been largely', 'start': 4086.299, 'duration': 4.5}
{'text': 'detrimental to the black community like', 'start': 4088.94, 'duration': 3.119}
{'text': 'people want to say oh he was about the', 'start': 4090.799, 'duration': 3.181}
{'text': 'black family this and that if he was', 'start': 4092.059, 'duration': 3.721}
{'text': 'really about the black family then he', 'start': 4093.98, 'duration': 3.12}
{'text': 'would acknowledge that the black family', 'start': 4095.78, 'duration': 3.019}
{'text': 'has been upheld by black women', 'start': 4097.1, 'duration': 4.44}
{'text': 'unilaterally and exclusively for', 'start': 4098.799, 'duration': 5.261}
{'text': 'Millennia so really you should probably', 'start': 4101.54, 'duration': 5.58}
{'text': 'focus on the shortcomings of black men', 'start': 4104.06, 'duration': 5.1}
{'text': "um because that that's the problem in in", 'start': 4107.12, 'duration': 3.719}
{'text': "the black community it's not and it's", 'start': 4109.16, 'duration': 3.36}
{'text': 'not to say that black women like black', 'start': 4110.839, 'duration': 4.141}
{'text': 'women are not perfect obviously', 'start': 4112.52, 'duration': 4.86}
{'text': "um I think that because they're going to", 'start': 4114.98, 'duration': 4.08}
{'text': "continue to deal with black men they're", 'start': 4117.38, 'duration': 3.06}
{'text': "going to be in the position that they're", 'start': 4119.06, 'duration': 2.58}
{'text': 'in', 'start': 4120.44, 'duration': 3.899}
{'text': 'um but yeah black men I I wish that he', 'start': 4121.64, 'duration': 4.559}
{'text': 'would have been more um intellectually', 'start': 4124.339, 'duration': 4.02}
{'text': 'and historically honest and really', 'start': 4126.199, 'duration': 4.14}
{'text': 'focused his energy', 'start': 4128.359, 'duration': 4.021}
{'text': 'um where it should have where it should', 'start': 4130.339, 'duration': 3.84}
{'text': "have been placed which is if we're gonna", 'start': 4132.38, 'duration': 3.12}
{'text': 'really if we care about the black family', 'start': 4134.179, 'duration': 4.02}
{'text': 'and and black men and black women black', 'start': 4135.5, 'duration': 4.5}
{'text': 'men I need to talk to you right because', 'start': 4138.199, 'duration': 3.721}
{'text': 'he a lot he was talking about marriage', 'start': 4140.0, 'duration': 3.779}
{'text': 'and black men have the lowest marriage', 'start': 4141.92, 'duration': 3.779}
{'text': 'rate of any group they have a higher', 'start': 4143.779, 'duration': 3.54}
{'text': 'divorce rate than a marriage rate so you', 'start': 4145.699, 'duration': 3.721}
{'text': "can't like and these are not things that", 'start': 4147.319, 'duration': 3.48}
{'text': "he was talking about he was and he's", 'start': 4149.42, 'duration': 3.72}
{'text': "he's blaming the America the marriage", 'start': 4150.799, 'duration': 4.821}
{'text': 'rate on women', 'start': 4153.14, 'duration': 5.52}
{'text': 'like women uh initiate most divorces or', 'start': 4155.62, 'duration': 4.239}
{'text': "whatever right that's a common red pill", 'start': 4158.66, 'duration': 2.84}
{'text': 'talking point', 'start': 4159.859, 'duration': 4.141}
{'text': "but listen to what you're saying like", 'start': 4161.5, 'duration': 6.339}
{'text': "that's not so what so what if women it's", 'start': 4164.0, 'duration': 5.1}
{'text': 'first of all', 'start': 4167.839, 'duration': 3.42}
{'text': "uh it's paperwork we're talking about", 'start': 4169.1, 'duration': 5.52}
{'text': 'paperwork clerical work that is not the', 'start': 4171.259, 'duration': 5.641}
{'text': 'end of the relationship men the', 'start': 4174.62, 'duration': 3.54}
{'text': 'relationship could have been over for a', 'start': 4176.9, 'duration': 4.5}
{'text': 'long time uh like years months but men', 'start': 4178.16, 'duration': 5.039}
{'text': "just they don't have that maybe they", 'start': 4181.4, 'duration': 3.0}
{'text': "don't have that incentive they're maybe", 'start': 4183.199, 'duration': 3.0}
{'text': "they're lazy or whatever it is I think I", 'start': 4184.4, 'duration': 3.24}
{'text': "read a study saying that men don't like", 'start': 4186.199, 'duration': 3.66}
{'text': 'to do paperwork I I swear to God I I I', 'start': 4187.64, 'duration': 5.039}
{'text': 'okay I swear a little bit but okay', 'start': 4189.859, 'duration': 5.101}
{'text': "I okay now I read that I don't want you", 'start': 4192.679, 'duration': 3.361}
{'text': "to think that everything I'm saying is", 'start': 4194.96, 'duration': 2.7}
{'text': "like oh manner no I don't I don't", 'start': 4196.04, 'duration': 3.179}
{'text': "believe that I I don't have a problem", 'start': 4197.66, 'duration': 3.539}
{'text': 'with men generally speaking but', 'start': 4199.219, 'duration': 4.261}
{'text': 'I think that', 'start': 4201.199, 'duration': 3.0}
{'text': 'um', 'start': 4203.48, 'duration': 3.48}
{'text': 'I think that talking point that women uh', 'start': 4204.199, 'duration': 5.281}
{'text': 'you know women initiate divorce okay and', 'start': 4206.96, 'duration': 5.4}
{'text': "so what like women don't initiate women", 'start': 4209.48, 'duration': 7.02}
{'text': 'no matter what culture what race they', 'start': 4212.36, 'duration': 6.66}
{'text': "don't divorce good men like that just", 'start': 4216.5, 'duration': 4.56}
{'text': "does not happen you don't get it you", 'start': 4219.02, 'duration': 3.78}
{'text': "don't divorce a man that is treating you", 'start': 4221.06, 'duration': 4.08}
{'text': 'well that is taking care of your family', 'start': 4222.8, 'duration': 6.0}
{'text': 'that is supporting you and you know you', 'start': 4225.14, 'duration': 5.24}
{'text': 'guys are sort of', 'start': 4228.8, 'duration': 3.84}
{'text': "coordinating working like that doesn't", 'start': 4230.38, 'duration': 5.5}
{'text': 'happen so if women are are initiating', 'start': 4232.64, 'duration': 5.34}
{'text': 'divorce at a high clip you might want to', 'start': 4235.88, 'duration': 3.839}
{'text': "look to see what's going on with men", 'start': 4237.98, 'duration': 5.94}
{'text': 'like the like men are the men are the', 'start': 4239.719, 'duration': 6.0}
{'text': 'ones complaining about their position', 'start': 4243.92, 'duration': 5.16}
{'text': 'and in the in the dating World their you', 'start': 4245.719, 'duration': 4.861}
{'text': 'know their access to sex and this and', 'start': 4249.08, 'duration': 3.2}
{'text': 'that you might want to you know', 'start': 4250.58, 'duration': 4.32}
{'text': 'introspect a little bit and maybe figure', 'start': 4252.28, 'duration': 5.52}
{'text': "out what's going on", 'start': 4254.9, 'duration': 2.9}
{'text': 'okay', 'start': 4258.08, 'duration': 4.68}
{'text': 'um that is one thing you could do', 'start': 4259.34, 'duration': 4.74}
{'text': "um I don't know what what do you want me", 'start': 4262.76, 'duration': 3.18}
{'text': "to I don't know what you want me to say", 'start': 4264.08, 'duration': 3.96}
{'text': "I understand what you're saying but", 'start': 4265.94, 'duration': 5.04}
{'text': "no I don't I I don't wanna", 'start': 4268.04, 'duration': 4.5}
{'text': 'I just', 'start': 4270.98, 'duration': 4.98}
{'text': "I think that it's important for if if", 'start': 4272.54, 'duration': 4.44}
{'text': "you're going to engage in these", 'start': 4275.96, 'duration': 2.279}
{'text': 'conversations', 'start': 4276.98, 'duration': 2.699}
{'text': 'um and obviously not an authority or', 'start': 4278.239, 'duration': 4.801}
{'text': "whatever but if if we're going to engage", 'start': 4279.679, 'duration': 5.221}
{'text': 'in in conversations in a meaningful way', 'start': 4283.04, 'duration': 4.08}
{'text': "I think it's important to acknowledge", 'start': 4284.9, 'duration': 4.319}
{'text': 'sort of you know historical context and', 'start': 4287.12, 'duration': 4.44}
{'text': 'not historical context like and to be', 'start': 4289.219, 'duration': 3.841}
{'text': 'honest', 'start': 4291.56, 'duration': 3.36}
{'text': "I don't want to keep talking about black", 'start': 4293.06, 'duration': 4.44}
{'text': "men even I'm over it um you seem like", 'start': 4294.92, 'duration': 4.44}
{'text': 'you have a lot of resentment yeah', 'start': 4297.5, 'duration': 3.96}
{'text': "it's not it's not black men that I have", 'start': 4299.36, 'duration': 4.379}
{'text': "it's these spaces that these that black", 'start': 4301.46, 'duration': 4.92}
{'text': 'men are occupying oh okay black men have', 'start': 4303.739, 'duration': 4.261}
{'text': "been been doing what they've been doing", 'start': 4306.38, 'duration': 3.18}
{'text': "but it's just when you bring it to the", 'start': 4308.0, 'duration': 3.0}
{'text': 'public platform you kind of show your', 'start': 4309.56, 'duration': 3.24}
{'text': "ass it's embarrassing like it's really", 'start': 4311.0, 'duration': 4.32}
{'text': "embarrassing so okay so here's Bradley", 'start': 4312.8, 'duration': 3.899}
{'text': 'okay I have to be I gotta balance out', 'start': 4315.32, 'duration': 3.18}
{'text': "because I've talked to a lot of a lot of", 'start': 4316.699, 'duration': 3.361}
{'text': 'a lot of Downer black people that are', 'start': 4318.5, 'duration': 3.06}
{'text': 'down in the black community okay so I', 'start': 4320.06, 'duration': 3.42}
{'text': 'have to represent my brothers and', 'start': 4321.56, 'duration': 2.88}
{'text': 'sisters', 'start': 4323.48, 'duration': 2.52}
{'text': 'um oh God', 'start': 4324.44, 'duration': 5.16}
{'text': 'yeah get ready um so here this is this', 'start': 4326.0, 'duration': 6.3}
{'text': 'seems to be like the the problem', 'start': 4329.6, 'duration': 4.619}
{'text': 'um or not the problem', 'start': 4332.3, 'duration': 3.84}
{'text': "this is like I think there's been", 'start': 4334.219, 'duration': 4.801}
{'text': 'historically like this issue in the', 'start': 4336.14, 'duration': 5.16}
{'text': 'black community especially since like', 'start': 4339.02, 'duration': 5.639}
{'text': 'the late 60s and onwards where', 'start': 4341.3, 'duration': 4.919}
{'text': 'civil rights happened in the United', 'start': 4344.659, 'duration': 4.741}
{'text': 'States some stuff got better', 'start': 4346.219, 'duration': 5.641}
{'text': 'um like the ending of like legalized', 'start': 4349.4, 'duration': 4.62}
{'text': 'segregation and redlining and [\xa0__\xa0] some', 'start': 4351.86, 'duration': 4.74}
{'text': 'stuff got worse uh like how well the', 'start': 4354.02, 'duration': 4.62}
{'text': 'black family was staying together', 'start': 4356.6, 'duration': 3.84}
{'text': "um but it seems like there's this", 'start': 4358.64, 'duration': 5.099}
{'text': "General divide on who's to blame and", 'start': 4360.44, 'duration': 4.98}
{'text': 'people seem like they want to come down', 'start': 4363.739, 'duration': 6.121}
{'text': 'really hard on one side so half the I', 'start': 4365.42, 'duration': 5.46}
{'text': "don't know what the numbers are but it's", 'start': 4369.86, 'duration': 2.879}
{'text': 'like half the black people are like the', 'start': 4370.88, 'duration': 4.98}
{'text': "system is rotted from the ground up it's", 'start': 4372.739, 'duration': 4.741}
{'text': 'impossible for black men to succeed in', 'start': 4375.86, 'duration': 3.9}
{'text': 'this world everything is [\xa0__\xa0] you know', 'start': 4377.48, 'duration': 4.62}
{'text': 'we grow up sometimes in ghettos with one', 'start': 4379.76, 'duration': 3.959}
{'text': 'mom watching us we gotta take care of', 'start': 4382.1, 'duration': 3.48}
{'text': 'our siblings and then drug dealing [\xa0__\xa0]', 'start': 4383.719, 'duration': 3.721}
{'text': 'is the only thing available to us and', 'start': 4385.58, 'duration': 5.94}
{'text': "then oh no hold on oh wait I'm sorry I", 'start': 4387.44, 'duration': 5.219}
{'text': 'almost got it okay hold on let me just', 'start': 4391.52, 'duration': 2.88}
{'text': "pick it okay right I'm just this is", 'start': 4392.659, 'duration': 3.121}
{'text': 'their perspective that like the whole', 'start': 4394.4, 'duration': 2.759}
{'text': 'system is rotted from the ground up [\xa0__\xa0]', 'start': 4395.78, 'duration': 2.879}
{'text': 'is [\xa0__\xa0] and that when people at the', 'start': 4397.159, 'duration': 4.08}
{'text': 'end of that system want to Levy blame on', 'start': 4398.659, 'duration': 3.961}
{'text': 'those black people that the system', 'start': 4401.239, 'duration': 2.94}
{'text': "produces they're like well this is", 'start': 4402.62, 'duration': 3.84}
{'text': "[\xa0__\xa0] okay like we've like this is", 'start': 4404.179, 'duration': 3.841}
{'text': "our lot in life and you're holding us", 'start': 4406.46, 'duration': 3.3}
{'text': 'accountable for it when it was largely', 'start': 4408.02, 'duration': 4.139}
{'text': 'created by like white systems right', 'start': 4409.76, 'duration': 3.6}
{'text': 'um and then on the other end there are', 'start': 4412.159, 'duration': 2.881}
{'text': "people and I've talked to increasingly", 'start': 4413.36, 'duration': 2.7}
{'text': 'more and more', 'start': 4415.04, 'duration': 2.58}
{'text': "um we'll say broadly speaking people", 'start': 4416.06, 'duration': 3.659}
{'text': 'like you that are saying hold on I think', 'start': 4417.62, 'duration': 3.539}
{'text': 'the black community needs to hold itself', 'start': 4419.719, 'duration': 2.821}
{'text': 'more accountable and stop blaming', 'start': 4421.159, 'duration': 3.181}
{'text': 'everybody else and kind of like figuring', 'start': 4422.54, 'duration': 3.659}
{'text': 'how to work their [\xa0__\xa0] out instead of', 'start': 4424.34, 'duration': 3.06}
{'text': 'blaming everybody around them and not', 'start': 4426.199, 'duration': 2.46}
{'text': 'taking like more Agency for their', 'start': 4427.4, 'duration': 3.299}
{'text': 'actions that seems to be like broadly', 'start': 4428.659, 'duration': 3.841}
{'text': 'like the two camps that exist right now', 'start': 4430.699, 'duration': 2.46}
{'text': "there's I'm sure there's a lot of", 'start': 4432.5, 'duration': 2.1}
{'text': 'subcommunities in and then yeah okay go', 'start': 4433.159, 'duration': 5.241}
{'text': 'talk talk give me your feelings on It Go', 'start': 4434.6, 'duration': 3.8}
{'text': 'right so yeah so I guess those are the', 'start': 4438.44, 'duration': 5.94}
{'text': 'two right I I can agree with that but', 'start': 4440.84, 'duration': 6.48}
{'text': "where I I think it's kind of a little", 'start': 4444.38, 'duration': 5.819}
{'text': "bit of both so I'm not I don't I don't", 'start': 4447.32, 'duration': 4.98}
{'text': 'want to lean too far into one or the', 'start': 4450.199, 'duration': 4.741}
{'text': 'other but I do have a problem with um', 'start': 4452.3, 'duration': 5.34}
{'text': 'with that victim pathology', 'start': 4454.94, 'duration': 5.4}
{'text': 'um and I see it a lot I see it a lot', 'start': 4457.64, 'duration': 4.86}
{'text': "with black men I'm sorry I do I I see it", 'start': 4460.34, 'duration': 4.92}
{'text': 'a lot with black men where if you sort', 'start': 4462.5, 'duration': 4.14}
{'text': "of engage them you say hey why can't you", 'start': 4465.26, 'duration': 3.36}
{'text': 'get your education oh the person to', 'start': 4466.64, 'duration': 4.14}
{'text': 'school pipeline okay this is the this is', 'start': 4468.62, 'duration': 3.9}
{'text': "like the classic and I'm not saying it's", 'start': 4470.78, 'duration': 3.54}
{'text': 'wrong because I think I do see that in', 'start': 4472.52, 'duration': 3.659}
{'text': "some ways it is right it's the classic", 'start': 4474.32, 'duration': 3.839}
{'text': 'conservative argument of like if you', 'start': 4476.179, 'duration': 3.601}
{'text': "tell people that they're victims of a", 'start': 4478.159, 'duration': 3.421}
{'text': 'system for a generation after generation', 'start': 4479.78, 'duration': 3.24}
{'text': "eventually they're only ever going to", 'start': 4481.58, 'duration': 2.76}
{'text': 'see themselves as victim of that system', 'start': 4483.02, 'duration': 2.34}
{'text': "and they're never going to try to do", 'start': 4484.34, 'duration': 3.06}
{'text': 'anything to improve themselves basically', 'start': 4485.36, 'duration': 4.62}
{'text': 'yeah right but you but but you have to', 'start': 4487.4, 'duration': 4.74}
{'text': "understand that when you're in when", 'start': 4489.98, 'duration': 4.08}
{'text': "you're engaging with the system", 'start': 4492.14, 'duration': 4.079}
{'text': 'and how you engage with the system is', 'start': 4494.06, 'duration': 4.26}
{'text': 'going to is going to determine your', 'start': 4496.219, 'duration': 4.02}
{'text': 'outcome so if you take umbrage with a', 'start': 4498.32, 'duration': 4.379}
{'text': 'system if you take umbrage with Academia', 'start': 4500.239, 'duration': 4.621}
{'text': 'or you know the prison to sorry the', 'start': 4502.699, 'duration': 4.5}
{'text': 'school to prison pipeline blah blah blah', 'start': 4504.86, 'duration': 4.98}
{'text': 'you know um black men especially over', 'start': 4507.199, 'duration': 5.221}
{'text': 'the builders or the leaders in society', 'start': 4509.84, 'duration': 5.46}
{'text': 'right but so they want the accolades', 'start': 4512.42, 'duration': 5.04}
{'text': 'they want the you know they want the', 'start': 4515.3, 'duration': 3.6}
{'text': 'reverence that comes along with being', 'start': 4517.46, 'duration': 2.88}
{'text': "leaders and Builders but they don't lead", 'start': 4518.9, 'duration': 4.5}
{'text': "it they don't build so that that's kind", 'start': 4520.34, 'duration': 5.399}
{'text': "of my problem they're really stuck and", 'start': 4523.4, 'duration': 3.66}
{'text': 'they really lean into that victim', 'start': 4525.739, 'duration': 4.681}
{'text': "pathology where you know it's a it's a", 'start': 4527.06, 'duration': 5.28}
{'text': 'learned helplessness but that learn', 'start': 4530.42, 'duration': 3.9}
{'text': 'helps that helplessness that sort of', 'start': 4532.34, 'duration': 4.08}
{'text': 'victimhood mentality', 'start': 4534.32, 'duration': 3.78}
{'text': 'um is the reason that the black', 'start': 4536.42, 'duration': 4.02}
{'text': 'community is not able to socialize to', 'start': 4538.1, 'duration': 4.559}
{'text': 'economically mobilize like you say the', 'start': 4540.44, 'duration': 4.08}
{'text': "reason you think it's the only reason or", 'start': 4542.659, 'duration': 3.861}
{'text': "I'm just trying to keep it balance", 'start': 4544.52, 'duration': 4.62}
{'text': 'not the only reason but I think that it', 'start': 4546.52, 'duration': 4.659}
{'text': 'is a huge contributing factor sure', 'start': 4549.14, 'duration': 3.42}
{'text': 'because', 'start': 4551.179, 'duration': 5.161}
{'text': "um again black men don't realize how", 'start': 4552.56, 'duration': 6.36}
{'text': "they're engaging in this system", 'start': 4556.34, 'duration': 4.08}
{'text': 'um how are there even in some instances', 'start': 4558.92, 'duration': 3.42}
{'text': 'perpetuating white supremacy how in some', 'start': 4560.42, 'duration': 4.7}
{'text': "instances instances they're perpetuating", 'start': 4562.34, 'duration': 6.12}
{'text': 'their own plate so when we talk about oh', 'start': 4565.12, 'duration': 6.039}
{'text': "you know black ghettos and who's making", 'start': 4568.46, 'duration': 4.259}
{'text': 'the hood of hood', 'start': 4571.159, 'duration': 4.321}
{'text': 'who who like like if you were to go to a', 'start': 4572.719, 'duration': 5.46}
{'text': 'hood you as a white man who are you', 'start': 4575.48, 'duration': 4.62}
{'text': "going to see on the corners who's", 'start': 4578.179, 'duration': 3.781}
{'text': "shooting who who's selling the drugs", 'start': 4580.1, 'duration': 3.18}
{'text': 'yeah I understand I understand what', 'start': 4581.96, 'duration': 2.58}
{'text': "you're saying I understand what you're", 'start': 4583.28, 'duration': 2.7}
{'text': 'saying but then like the responsible', 'start': 4584.54, 'duration': 3.6}
{'text': 'people who put them there who put them', 'start': 4585.98, 'duration': 3.78}
{'text': 'in those conditions', 'start': 4588.14, 'duration': 3.42}
{'text': 'like them', 'start': 4589.76, 'duration': 4.02}
{'text': 'who who put a black man in those', 'start': 4591.56, 'duration': 3.96}
{'text': 'positions yeah why do why do black', 'start': 4593.78, 'duration': 4.379}
{'text': 'people live where they live why why you', 'start': 4595.52, 'duration': 4.38}
{'text': "know why why didn't their families have", 'start': 4598.159, 'duration': 3.06}
{'text': 'any money you know why was there only', 'start': 4599.9, 'duration': 2.64}
{'text': 'one parent in the household like', 'start': 4601.219, 'duration': 2.821}
{'text': 'generation after generation like why', 'start': 4602.54, 'duration': 2.94}
{'text': "weren't their parents educated in good", 'start': 4604.04, 'duration': 3.54}
{'text': 'schools right right okay that and and', 'start': 4605.48, 'duration': 4.98}
{'text': "that's that's my point so whenever it's", 'start': 4607.58, 'duration': 4.5}
{'text': "it's funny to me when I hear especially", 'start': 4610.46, 'duration': 2.82}
{'text': 'when I hear black men complaining about', 'start': 4612.08, 'duration': 2.04}
{'text': "single mothers because they're", 'start': 4613.28, 'duration': 3.0}
{'text': "complaining about themselves okay you're", 'start': 4614.12, 'duration': 3.66}
{'text': "complaining about single you're", 'start': 4616.28, 'duration': 3.899}
{'text': 'complaining about yourself like what do', 'start': 4617.78, 'duration': 4.52}
{'text': 'you like what are you talking about', 'start': 4620.179, 'duration': 5.461}
{'text': "all of these black men who are okay I'm", 'start': 4622.3, 'duration': 5.98}
{'text': 'gonna put that to the side so', 'start': 4625.64, 'duration': 3.599}
{'text': 'um', 'start': 4628.28, 'duration': 2.459}
{'text': 'have you ever heard of a streamer called', 'start': 4629.239, 'duration': 3.48}
{'text': 'Low tier God', 'start': 4630.739, 'duration': 3.121}
{'text': 'no', 'start': 4632.719, 'duration': 3.721}
{'text': 'yeah yesterday right oh yeah oh yeah but', 'start': 4633.86, 'duration': 3.9}
{'text': "that was on some wild [\xa0__\xa0] oh you'd love", 'start': 4636.44, 'duration': 3.6}
{'text': 'this dude but okay sorry just', 'start': 4637.76, 'duration': 4.26}
{'text': 'um why what did he say', 'start': 4640.04, 'duration': 4.86}
{'text': "um he's in the black Camp of like", 'start': 4642.02, 'duration': 3.62}
{'text': 'um', 'start': 4644.9, 'duration': 4.44}
{'text': "no uh that like black men don't do", 'start': 4645.64, 'duration': 5.32}
{'text': 'themselves any favors a lot of them act', 'start': 4649.34, 'duration': 4.74}
{'text': 'like you know [\xa0__\xa0] losers they blame', 'start': 4650.96, 'duration': 4.259}
{'text': "white people and blah blah blah that's", 'start': 4654.08, 'duration': 2.88}
{'text': "like his kind of thing I'm being a", 'start': 4655.219, 'duration': 2.881}
{'text': 'little bit more extreme but like he has', 'start': 4656.96, 'duration': 3.48}
{'text': 'a lot of similar positions to you', 'start': 4658.1, 'duration': 4.34}
{'text': 'um', 'start': 4660.44, 'duration': 2.0}
{'text': "you know maybe that I'm just saying you", 'start': 4664.9, 'duration': 5.68}
{'text': 'if if you wanted to invite him up I', 'start': 4668.0, 'duration': 3.54}
{'text': "don't think he and I are going to see", 'start': 4670.58, 'duration': 2.82}
{'text': 'eye to eye ultimately but you went on', 'start': 4671.54, 'duration': 2.94}
{'text': 'these black issues though I think right', 'start': 4673.4, 'duration': 3.72}
{'text': "no I I not even I don't think so", 'start': 4674.48, 'duration': 4.56}
{'text': 'yeah absolutely would I think you would', 'start': 4677.12, 'duration': 3.42}
{'text': "but if there's only one way to find out", 'start': 4679.04, 'duration': 2.52}
{'text': 'but', 'start': 4680.54, 'duration': 2.1}
{'text': 'um maybe next time', 'start': 4681.56, 'duration': 3.179}
{'text': 'I think that', 'start': 4682.64, 'duration': 3.84}
{'text': 'that when it comes to single motherhood', 'start': 4684.739, 'duration': 3.901}
{'text': "so I don't know if you know or if you've", 'start': 4686.48, 'duration': 4.02}
{'text': 'ever heard of um Des Moines have you', 'start': 4688.64, 'duration': 3.3}
{'text': 'ever heard of the Moynihan report Port', 'start': 4690.5, 'duration': 3.179}
{'text': 'nope', 'start': 4691.94, 'duration': 5.64}
{'text': 'oh god um okay how do I explain it to me', 'start': 4693.679, 'duration': 5.761}
{'text': "I'm a I think I can understand", 'start': 4697.58, 'duration': 3.599}
{'text': 'or tell me how to spell it I can look it', 'start': 4699.44, 'duration': 2.52}
{'text': 'up', 'start': 4701.179, 'duration': 2.881}
{'text': 'it was a case study', 'start': 4701.96, 'duration': 4.98}
{'text': 'um a book by Patrick Moynihan', 'start': 4704.06, 'duration': 5.159}
{'text': 'sorry Daniel Daniel Moynihan', 'start': 4706.94, 'duration': 5.1}
{'text': 'um and it was a critical analysis of the', 'start': 4709.219, 'duration': 5.341}
{'text': 'the the black family', 'start': 4712.04, 'duration': 4.38}
{'text': 'um and sort of the plight in the black', 'start': 4714.56, 'duration': 3.36}
{'text': 'community', 'start': 4716.42, 'duration': 2.34}
{'text': 'um', 'start': 4717.92, 'duration': 5.1}
{'text': 'in 19 I believe it was 1965. so listen', 'start': 4718.76, 'duration': 7.68}
{'text': 'it is a long report it is a long', 'start': 4723.02, 'duration': 6.54}
{'text': 'um a long piece of literature so if', 'start': 4726.44, 'duration': 4.92}
{'text': "obviously if you don't have any vested", 'start': 4729.56, 'duration': 3.06}
{'text': 'interest in the black community you', 'start': 4731.36, 'duration': 2.52}
{'text': "wouldn't you wouldn't need to read it", 'start': 4732.62, 'duration': 3.0}
{'text': 'but the summation of that report was', 'start': 4733.88, 'duration': 2.7}
{'text': 'that', 'start': 4735.62, 'duration': 1.619}
{'text': 'um', 'start': 4736.58, 'duration': 3.2}
{'text': 'even in 1965', 'start': 4737.239, 'duration': 5.281}
{'text': 'households or that that generation that', 'start': 4739.78, 'duration': 6.76}
{'text': 'era households were were mainly', 'start': 4742.52, 'duration': 6.719}
{'text': 'single mothers some of them a lot of', 'start': 4746.54, 'duration': 4.92}
{'text': 'them actually were married single single', 'start': 4749.239, 'duration': 4.081}
{'text': 'mothers so at that time mayor like to', 'start': 4751.46, 'duration': 3.84}
{'text': 'get a divorce cost money so a black man', 'start': 4753.32, 'duration': 3.12}
{'text': 'used to do', 'start': 4755.3, 'duration': 3.66}
{'text': 'um in large numbers mind you they would', 'start': 4756.44, 'duration': 5.4}
{'text': "desert their families they wouldn't know", 'start': 4758.96, 'duration': 5.16}
{'text': 'no divorce no formal divorce no nothing', 'start': 4761.84, 'duration': 6.3}
{'text': 'just family desertion and and that was', 'start': 4764.12, 'duration': 5.76}
{'text': "um the summation of that that's what the", 'start': 4768.14, 'duration': 3.24}
{'text': 'estimation of the report said it said', 'start': 4769.88, 'duration': 4.08}
{'text': 'yes while slavery played a role', 'start': 4771.38, 'duration': 5.299}
{'text': 'um in the their position in society', 'start': 4773.96, 'duration': 6.06}
{'text': 'their anti-social Behavior also played a', 'start': 4776.679, 'duration': 5.321}
{'text': 'role in their positions in society like', 'start': 4780.02, 'duration': 4.62}
{'text': 'black men and also them deserting their', 'start': 4782.0, 'duration': 5.1}
{'text': 'families played a role that that is what', 'start': 4784.64, 'duration': 4.26}
{'text': 'that was that that was sort of the', 'start': 4787.1, 'duration': 3.42}
{'text': 'Catalyst and the destruction of the', 'start': 4788.9, 'duration': 4.56}
{'text': 'black family so when black why did why', 'start': 4790.52, 'duration': 4.08}
{'text': 'did black men deserve their families', 'start': 4793.46, 'duration': 2.46}
{'text': "back then I'm asking because I'm just", 'start': 4794.6, 'duration': 2.82}
{'text': "I'm generally curious because they", 'start': 4795.92, 'duration': 3.66}
{'text': "didn't they didn't want the", 'start': 4797.42, 'duration': 4.14}
{'text': 'responsibility why does any man do that', 'start': 4799.58, 'duration': 3.599}
{'text': "well but you're saying black people did", 'start': 4801.56, 'duration': 2.58}
